iter	RMSE
186	12.08950067
187	12.05369178
188	12.03293456
189	12.01164869
190	11.98941888
191	11.94388962
192	11.9267133
193	11.90651773
194	11.88403271
195	11.86134292
196	11.83296173
197	11.813718
198	11.79354623
199	11.77058576
200	11.76296319
201	11.74909176
202	11.73048666
203	11.71428425
204	11.69039101
205	11.66749726
206	11.62918161
207	11.59525013
208	11.56664312
209	11.53952905
210	11.51308028
211	11.48382354
212	11.46585868
213	11.44865411
214	11.42273552
215	11.41354362
216	11.39874796
217	11.38037385
218	11.35759049
219	11.32619456
220	11.29972605
221	11.25665243
222	11.23587514
223	11.21000997
224	11.18431234
225	11.15093263
226	11.13760342
227	11.11731371
228	11.0864885
229	11.05860504
230	11.02529583
231	10.99588878
232	10.99112544
233	10.9787517
234	10.97457781
235	10.9678009
236	10.94427871
237	10.91823123
238	10.90160336
239	10.89858785
240	10.88332557
241	10.85808608
242	10.84278135
243	10.81732124
244	10.79128722
245	10.75807869
246	10.74737426
247	10.73705903
248	10.71129889
249	10.69411546
250	10.67193481
251	10.64762907
252	10.63496618
253	10.6164381
254	10.60398416
255	10.57764187
256	10.54657221
257	10.52940356
258	10.52097841
259	10.5089026
260	10.4838459
261	10.47757398
262	10.45864931
263	10.44623896
264	10.44028458
265	10.41915744
266	10.39337032
267	10.37436977
268	10.35299877
269	10.33345795
270	10.32183307
271	10.30790638
272	10.29741789
273	10.28026763
274	10.2645699
275	10.24733673
276	10.22894878
277	10.2191085
278	10.21161768
279	10.19431575
280	10.16641187
281	10.1543231
282	10.14562512
283	10.13694451
284	10.11683893
285	10.10282916
286	10.08691555
287	10.06884162
288	10.05497471
289	10.04943886
290	10.02792614
291	10.0149882
292	10.0074431
293	9.992232846
294	9.977944989
295	9.962144537
296	9.936443573
297	9.921862506
298	9.91325547
299	9.892739081
300	9.884802992
301	9.872278167
302	9.862517292
303	9.848091674
304	9.841973511
305	9.830588395
306	9.822967038
307	9.802119625
308	9.789011137
309	9.776865224
310	9.766970562
311	9.76449351
312	9.75205008
313	9.741579942
314	9.726364523
315	9.708388047
316	9.679485678
317	9.675073156
318	9.662206905
319	9.639658038
320	9.631201025
321	9.620968639
322	9.602950992
323	9.597012989
324	9.585497555
325	9.576084413
326	9.557881578
327	9.546759621
328	9.540480676
329	9.524030143
330	9.515916106
331	9.497966378
332	9.488589179
333	9.477955946
334	9.469577721
335	9.46028204
336	9.447172753
337	9.434816662
338	9.431113807
339	9.425176092
340	9.414951059
341	9.411231967
342	9.387053198
343	9.371867224
344	9.365243367
345	9.345316845
346	9.339213952
347	9.328996994
348	9.316029827
349	9.308501765
350	9.28846783
351	9.276015098
352	9.260923069
353	9.253884658
354	9.244313664
355	9.236197681
356	9.221544084
357	9.202406749
358	9.188890603
359	9.182125111
360	9.179960975
361	9.173552722
362	9.167072544
363	9.150989653
364	9.138291044
365	9.128185414
366	9.117665967
367	9.096311591
368	9.0857281
369	9.072302518
370	9.063563126
371	9.050449865
372	9.043527327
373	9.023769932
374	9.019172591
375	9.003078174
376	8.991266086
377	8.970488588
378	8.954775877
379	8.947968834
380	8.937681212
381	8.920562304
382	8.908353689
383	8.894467142
384	8.886925479
385	8.877261742
386	8.868437746
387	8.856079468
388	8.849658422
389	8.833106462
390	8.827854463
391	8.8197889
392	8.815538725
393	8.807504522
394	8.799257877
395	8.793413182
396	8.78621781
397	8.778785381
398	8.767738653
399	8.753524856
400	8.745622993
401	8.735852524
402	8.72302192
403	8.709875601
404	8.694681953
405	8.689136388
406	8.680252184
407	8.676062198
408	8.662769922
409	8.65179817
410	8.642507631
411	8.632088782
412	8.621668855
413	8.613852311
414	8.599185636
415	8.592521993
416	8.586989281
417	8.575811575
418	8.56541361
419	8.555190604
420	8.549264597
421	8.524797125
422	8.513172988
423	8.499643035
424	8.490047318
425	8.480933453
426	8.474259098
427	8.466554696
428	8.458389651
429	8.449570859
430	8.440744038
431	8.431773236
432	8.426876177
433	8.416907913
434	8.399368972
435	8.392032529
436	8.38086268
437	8.372604466
438	8.365556779
439	8.35881799
440	8.350878032
441	8.342077655
442	8.332319669
443	8.327189954
444	8.319187645
445	8.313130083
446	8.304407578
447	8.291622966
448	8.284135085
449	8.278044594
450	8.265275379
451	8.260174618
452	8.253945209
453	8.248316297
454	8.244863031
455	8.241123366
456	8.226337989
457	8.2174208
458	8.205702176
459	8.196959978
460	8.191043775
461	8.187232774
462	8.176586538
463	8.164155368
464	8.156105706
465	8.146722883
466	8.135214047
467	8.122325927
468	8.113203596
469	8.108905133
470	8.101541227
471	8.091000135
472	8.082752804
473	8.075972798
474	8.069708654
475	8.060903963
476	8.056327154
477	8.044512884
478	8.034820898
479	8.023818056
480	8.017755455
481	8.005195952
482	7.996552546
483	7.987815862
484	7.979336848
485	7.964660928
486	7.953871556
487	7.947555944
488	7.941105131
489	7.933333202
490	7.925103761
491	7.918233448
492	7.91371134
493	7.899455657
494	7.893736114
495	7.881485582
496	7.877571879
497	7.872389257
498	7.861994509
499	7.856625638
500	7.85132357
501	7.839286542
502	7.834425059
503	7.82564431
504	7.812226132
505	7.799409122
506	7.79342881
507	7.786714851
508	7.777080863
509	7.763550466
510	7.75487052
511	7.745051435
512	7.737549608
513	7.72796269
514	7.724904974
515	7.719477366
516	7.714734125
517	7.710039438
518	7.696433439
519	7.690993092
520	7.682859443
521	7.672202129
522	7.666066731
523	7.660959769
524	7.65745279
525	7.654741237
526	7.651733429
527	7.643083384
528	7.638911913
529	7.633641967
530	7.627280575
531	7.619137587
532	7.612463167
533	7.603152868
534	7.598632563
535	7.592548258
536	7.555648733
537	7.545393451
538	7.54334795
539	7.533964109
540	7.525063468
541	7.522071818
542	7.519713185
543	7.511994579
544	7.507761685
545	7.504459881
546	7.498929238
547	7.491519418
548	7.487948284
549	7.482529267
550	7.477179801
551	7.472967872
552	7.465580838
553	7.457192601
554	7.450246891
555	7.444113522
556	7.437356328
557	7.432658967
558	7.428126339
559	7.419792584
560	7.411479419
561	7.408713167
562	7.404236798
563	7.398707753
564	7.394146905
565	7.391342283
566	7.386019038
567	7.37856194
568	7.37080593
569	7.362424906
570	7.355460785
571	7.345526196
572	7.341356032
573	7.336370941
574	7.32765511
575	7.323307733
576	7.316580216
577	7.30058462
578	7.293972708
579	7.289221743
580	7.282705525
581	7.276453394
582	7.270594006
583	7.26158281
584	7.256127026
585	7.245030156
586	7.24000129
587	7.232894086
588	7.228236084
589	7.219773105
590	7.21476999
591	7.206040138
592	7.196404203
593	7.189129808
594	7.179764531
595	7.174397486
596	7.170378386
597	7.164901019
598	7.160074226
599	7.153859904
600	7.145285166
601	7.136402075
602	7.130450641
603	7.123832936
604	7.117535925
605	7.113988898
606	7.107325873
607	7.104277454
608	7.099582467
609	7.096205954
610	7.09096886
611	7.088683851
612	7.084271847
613	7.077155192
614	7.074583052
615	7.066331362
616	7.06081433
617	7.054566315
618	7.049271346
619	7.047320707
620	7.044398884
621	7.033721195
622	7.031345166
623	7.028026428
624	7.018013461
625	7.010588303
626	7.004392934
627	7.000366291
628	6.996365166
629	6.989140083
630	6.982558174
631	6.97875348
632	6.960652753
633	6.955661805
634	6.952313156
635	6.949372814
636	6.944464215
637	6.939711461
638	6.931199052
639	6.929243111
640	6.924626857
641	6.921231258
642	6.918052396
643	6.914803837
644	6.907132547
645	6.899611074
646	6.896045787
647	6.892978192
648	6.886360415
649	6.880510639
650	6.870492314
651	6.865576844
652	6.861084737
653	6.854834686
654	6.847751359
655	6.844707192
656	6.836545501
657	6.831185556
658	6.826546712
659	6.82161298
660	6.818733605
661	6.812140922
662	6.808650877
663	6.80563545
664	6.800331915
665	6.794138164
666	6.79145284
667	6.78531833
668	6.77517783
669	6.772528001
670	6.768016546
671	6.765104205
672	6.760447411
673	6.75827829
674	6.751050417
675	6.741875462
676	6.738942854
677	6.733094351
678	6.728577247
679	6.726764081
680	6.721896448
681	6.716464273
682	6.713368811
683	6.708000225
684	6.705466914
685	6.701102687
686	6.698012856
687	6.694933474
688	6.692321808
689	6.68670897
690	6.680899023
691	6.679277015
692	6.676692685
693	6.673973067
694	6.671504178
695	6.666552881
696	6.661583261
697	6.657806189
698	6.652387314
699	6.650039935
700	6.644786109
701	6.640967987
702	6.638731264
703	6.636435104
704	6.63319714
705	6.628101161
706	6.622233384
707	6.602144246
708	6.599471205
709	6.594481627
710	6.589468893
711	6.585583915
712	6.580463943
713	6.577838624
714	6.575403427
715	6.569549072
716	6.564406985
717	6.560263396
718	6.555448782
719	6.548878717
720	6.544588191
721	6.542504452
722	6.53414102
723	6.530375708
724	6.525624889
725	6.521550502
726	6.516729945
727	6.511431285
728	6.508505573
729	6.506117436
730	6.503709547
731	6.501083856
732	6.496578836
733	6.490613093
734	6.483442413
735	6.479190072
736	6.474184208
737	6.471995046
738	6.468576648
739	6.45945946
740	6.455555838
741	6.453570327
742	6.449223247
743	6.444028507
744	6.439835434
745	6.437055189
746	6.434042462
747	6.429571189
748	6.424437441
749	6.42228947
750	6.418138659
751	6.414515584
752	6.409762906
753	6.404891791
754	6.401532176
755	6.396579643
756	6.392146564
757	6.387560828
758	6.384435312
759	6.381387891
760	6.374209644
761	6.369656654
762	6.36464477
763	6.360375292
764	6.358389416
765	6.351101172
766	6.346519403
767	6.344331523
768	6.337885067
769	6.335762087
770	6.330836709
771	6.327441966
772	6.324316439
773	6.321172148
774	6.317823783
775	6.31317663
776	6.306430753
777	6.301228773
778	6.297921575
779	6.294618741
780	6.289832712
781	6.284542221
782	6.281273921
783	6.276886174
784	6.274368673
785	6.272398909
786	6.270016157
787	6.267695733
788	6.264426358
789	6.262229553
790	6.255418769
791	6.248187298
792	6.245498764
793	6.243455304
794	6.239834716
795	6.233320832
796	6.229401083
797	6.225588429
798	6.221996049
799	6.219947178
800	6.215722391
801	6.212517606
802	6.209548799
803	6.207092315
804	6.204213537
805	6.199710192
806	6.195268244
807	6.191711154
808	6.188995329
809	6.182982273
810	6.177865939
811	6.172008797
812	6.168478846
813	6.16398767
814	6.161020445
815	6.158164715
816	6.156577047
817	6.154161622
818	6.150352113
819	6.146276356
820	6.142636661
821	6.139155835
822	6.136636909
823	6.130950836
824	6.124936187
825	6.121388543
826	6.118338368
827	6.115327173
828	6.11020697
829	6.106303496
830	6.101287642
831	6.098016945
832	6.093955161
833	6.092341988
834	6.090538972
835	6.086338575
836	6.083755926
837	6.082110283
838	6.080480679
839	6.073486488
840	6.069699339
841	6.066722992
842	6.063311216
843	6.056003156
844	6.053660789
845	6.051529015
846	6.049209388
847	6.047847174
848	6.041340914
849	6.037790923
850	6.035193456
851	6.033172904
852	6.02902797
853	6.02368667
854	6.021202118
855	6.018560102
856	6.012830724
857	6.010370199
858	6.007444776
859	5.999900608
860	5.994444337
861	5.992162961
862	5.989124627
863	5.983689167
864	5.98154823
865	5.978777121
866	5.975210697
867	5.970719234
868	5.964934637
869	5.962554433
870	5.959679677
871	5.95600325
872	5.9496456
873	5.945228654
874	5.941343377
875	5.936751879
876	5.932590068
877	5.929801514
878	5.925368782
879	5.921683325
880	5.91949091
881	5.917562302
882	5.915499776
883	5.912511887
884	5.906531682
885	5.904638813
886	5.900746681
887	5.89684467
888	5.892878515
889	5.88888621
890	5.887107624
891	5.883950182
892	5.880097106
893	5.877555178
894	5.875591111
895	5.874084419
896	5.870314306
897	5.86792165
898	5.866406686
899	5.860746598
900	5.858267072
901	5.854993426
902	5.850981017
903	5.84717042
904	5.843831613
905	5.842696409
906	5.839091642
907	5.836880443
908	5.834011104
909	5.829720364
910	5.827914487
911	5.82504712
912	5.824154803
913	5.81791618
914	5.813710796
915	5.805839112
916	5.803305997
917	5.786694527
918	5.78422483
919	5.781796953
920	5.777841577
921	5.773477476
922	5.768363658
923	5.766076254
924	5.764383163
925	5.760985974
926	5.757418939
927	5.753709169
928	5.749674844
929	5.746707564
930	5.74407711
931	5.742898664
932	5.739770476
933	5.735488134
934	5.730999501
935	5.729200136
936	5.725813168
937	5.724211342
938	5.722091116
939	5.718828635
940	5.716097071
941	5.713180658
942	5.709411868
943	5.706076027
944	5.704117561
945	5.702759233
946	5.701534961
947	5.699937719
948	5.6980378
949	5.692105565
950	5.689232719
951	5.687087104
952	5.684915022
953	5.681099317
954	5.68040195
955	5.677155813
956	5.673137719
957	5.670358725
958	5.666298035
959	5.665076214
960	5.662395946
961	5.660589265
962	5.656303945
963	5.654245477
964	5.652152298
965	5.64853142
966	5.646084002
967	5.642112194
968	5.638208202
969	5.635665722
970	5.632779279
971	5.625656791
972	5.620308514
973	5.613461894
974	5.609677856
975	5.606461933
976	5.601525865
977	5.597837759
978	5.593496649
979	5.5897935
980	5.586901637
981	5.583538425
982	5.58216389
983	5.580392273
984	5.578119448
985	5.57619692
986	5.573970193
987	5.572596574
988	5.57020074
989	5.566408223
990	5.563386279
991	5.559720133
992	5.557035517
993	5.554060786
994	5.55089345
995	5.549795981
996	5.548965587
997	5.546362432
998	5.541846975
999	5.537442529
